Date,meta,google,snap,pinterest,netflix,microsoft,apple
2019-04-18,176.72805786132812,61.52792739868164,11.670000076293945,24.399999618530273,36.03499984741211,115.40975952148438,48.57668685913086
2019-04-22,179.8605499267578,62.13701629638672,11.529999732971191,24.989999771118164,37.73400115966797,115.77459716796875,48.736351013183594
2019-04-23,182.18017578125,62.97111892700195,11.989999771118164,25.850000381469727,38.18899917602539,117.3462142944336,49.43928527832031
2019-04-24,180.9906463623047,62.448753356933594,11.260000228881836,26.799999237060547,37.42300033569336,116.9439468383789,49.3630256652832
2019-04-25,191.57765197753906,62.81005096435547,10.789999961853027,28.799999237060547,36.83300018310547,120.81680297851562,48.915061950683594
2019-04-26,189.8230743408203,63.30961990356445,10.90999984741211,29.850000381469727,37.48500061035156,121.50908660888672,48.68153762817383
2019-04-29,193.08441162109375,64.24036407470703,11.220000267028809,34.2599983215332,37.18299865722656,121.39683532714844,48.755409240722656
2019-04-30,191.7164306640625,59.42110061645508,11.140000343322754,30.979999542236328,37.05400085449219,122.1732406616211,47.81656265258789
2019-05-01,191.34967041015625,58.15037155151367,11.199999809265137,31.229999542236328,37.88100051879883,119.6287612915039,50.163673400878906
2019-05-02,190.85400390625,57.812862396240234,11.239999771118164,29.739999771118164,37.90599822998047,118.06651306152344,49.83721923828125
2019-05-03,193.7683868408203,58.95473861694336,11.800000190734863,28.360000610351562,38.50299835205078,120.58295440673828,50.456764221191406
2019-05-06,192.1922607421875,59.14852523803711,11.770000457763672,29.5,37.867000579833984,119.88134002685547,49.67757034301758
2019-05-07,188.11802673339844,58.424930572509766,11.170000076293945,28.690000534057617,37.04600143432617,117.42105102539062,48.338417053222656
2019-05-08,187.88999938964844,58.02448272705078,10.819999694824219,29.510000228881836,36.4370002746582,117.41168975830078,48.34794235229492
2019-05-09,187.00775146484375,57.885215759277344,10.979999542236328,28.75,36.275001525878906,117.40233612060547,47.8284797668457
2019-05-10,186.70045471191406,57.86886215209961,10.489999771118164,29.049999237060547,36.104000091552734,118.92718505859375,47.1658935546875
2019-05-13,179.95965576171875,56.33000564575195,10.109999656677246,26.6299991607666,34.5260009765625,115.39103698730469,44.42463684082031
2019-05-14,179.15672302246094,55.7486686706543,10.489999771118164,28.989999771118164,34.56100082397461,116.68202209472656,45.127891540527344
2019-05-15,184.6484832763672,58.02547836303711,10.65999984741211,28.6299991607666,35.499000549316406,118.32515716552734,45.668487548828125
2019-05-16,185.36224365234375,58.7044563293457,11.420000076293945,30.860000610351562,35.930999755859375,121.05745697021484,45.46755599975586
2019-05-17,183.6869354248047,57.92536163330078,11.489999771118164,26.700000762939453,35.44499969482422,120.25,45.209232330322266
2019-05-20,181.12940979003906,56.72996520996094,11.1899995803833,25.850000381469727,34.81100082397461,118.512939453125,43.795528411865234
2019-05-21,183.2111053466797,57.214664459228516,11.539999961853027,25.40999984741211,35.426998138427734,119.15142822265625,44.6351318359375
2019-05-22,183.70677185058594,57.2845458984375,11.3100004196167,24.600000381469727,35.972999572753906,119.87440490722656,43.72138595581055
2019-05-23,179.29550170898438,56.76366424560547,11.119999885559082,23.799999237060547,35.22100067138672,118.47540283203125,42.97507095336914
2019-05-24,179.4838409423828,56.43012619018555,11.5600004196167,25.5,35.43899917602539,118.53173065185547,42.81001663208008
2019-05-28,182.70555114746094,56.47720718383789,11.569999694824219,25.799999237060547,35.50600051879883,118.45660400390625,42.63301467895508
2019-05-29,180.60400390625,55.50482940673828,11.680000305175781,25.579999923706055,34.91899871826172,117.31109619140625,42.42969512939453
2019-05-30,181.4168701171875,55.57767868041992,11.989999771118164,25.510000228881836,35.185001373291016,118.0528564453125,42.649749755859375
2019-05-31,175.9250946044922,54.83873748779297,11.890000343322754,24.920000076293945,34.327999114990234,116.12804412841797,41.877140045166016
2019-06-03,162.72105407714844,51.48051452636719,11.6899995803833,24.399999618530273,33.66299819946289,112.52250671386719,41.453739166259766
2019-06-04,166.04188537597656,52.26108932495117,12.949999809265137,24.200000762939453,35.34000015258789,115.63983154296875,42.970279693603516
2019-06-05,166.7060546875,51.77291488647461,12.9399995803833,24.940000534057617,35.573001861572266,118.14676666259766,43.66396713256836
2019-06-06,166.86465454101562,51.92755126953125,13.819999694824219,25.809999465942383,35.7130012512207,120.01524353027344,44.305030822753906
2019-06-07,171.8409881591797,52.94898986816406,13.869999885559082,27.610000610351562,36.08700180053711,123.37664031982422,45.48430252075195
2019-06-10,173.2981719970703,53.662166595458984,13.770000457763672,27.940000534057617,35.20100021362305,124.5033950805664,46.0655632019043
2019-06-11,176.54962158203125,53.57691955566406,13.539999961853027,26.479999542236328,35.12699890136719,124.03394317626953,46.59897994995117
2019-06-12,173.51626586914062,53.480777740478516,13.75,27.049999237060547,34.555999755859375,123.461181640625,46.45068359375
2019-06-13,175.9250946044922,54.07103729248047,14.109999656677246,26.950000762939453,34.34299850463867,124.24050903320312,46.44111251831055
2019-06-14,179.75148010253906,53.837608337402344,13.960000038146973,27.40999984741211,33.972999572753906,124.36254119873047,46.10383224487305
2019-06-17,187.36463928222656,54.21377944946289,13.550000190734863,27.850000381469727,35.0620002746582,124.73811340332031,46.37892532348633
2019-06-18,186.82933044433594,54.77629089355469,14.859999656677246,28.799999237060547,35.71200180053711,126.90708923339844,47.46968460083008
2019-06-19,185.84796142578125,54.7401008605957,14.670000076293945,28.09000015258789,36.35200119018555,127.40474700927734,47.3309326171875
2019-06-20,187.880126953125,55.17079544067383,14.84000015258789,27.540000915527344,36.520999908447266,128.5877685546875,47.71127700805664
2019-06-21,189.47608947753906,55.7739372253418,14.5600004196167,27.979999542236328,36.92100143432617,128.60653686523438,47.548606872558594
2019-06-24,190.92340087890625,55.3442497253418,14.760000228881836,26.690000534057617,37.104000091552734,129.36709594726562,47.50077438354492
2019-06-25,187.19607543945312,53.90105056762695,14.529999732971191,26.139999389648438,36.029998779296875,125.2826919555664,46.780784606933594
2019-06-26,186.0264129638672,53.541236877441406,14.710000038146973,26.229999542236328,36.220001220703125,125.75212860107422,47.792606353759766
2019-06-27,187.85037231445312,53.35836410522461,14.579999923706055,27.229999542236328,37.00199890136719,125.95868682861328,47.77824783325195
2019-06-28,191.31993103027344,53.66414260864258,14.300000190734863,27.219999313354492,36.731998443603516,125.78032684326172,47.3429069519043
2019-07-01,191.31993103027344,54.5165901184082,14.350000381469727,26.68000030517578,37.459999084472656,127.39530181884766,48.211212158203125
2019-07-02,193.30250549316406,55.14105224609375,14.100000381469727,26.90999984741211,37.542999267578125,128.2403564453125,48.49345397949219
2019-07-03,195.4833526611328,55.65598678588867,14.760000228881836,27.469999313354492,38.172000885009766,129.06663513183594,48.89532470703125
2019-07-05,194.6903076171875,56.13573455810547,15.229999542236328,27.25,38.05500030517578,128.69105529785156,48.85227584838867
2019-07-08,194.0558624267578,55.34871292114258,15.140000343322754,26.770000457763672,37.61600112915039,128.59715270996094,47.8452262878418
2019-07-09,197.47589111328125,55.720420837402344,15.25,26.719999313354492,37.99300003051758,128.127685546875,48.137054443359375
2019-07-10,200.96522521972656,56.54411315917969,15.260000228881836,26.579999923706055,38.099998474121094,129.43283081054688,48.61306381225586
2019-07-11,199.47825622558594,56.701210021972656,15.569999694824219,26.100000381469727,37.95000076293945,129.94920349121094,48.2590446472168
2019-07-12,203.08656311035156,56.76366424560547,15.609999656677246,26.40999984741211,37.32500076293945,130.41867065429688,48.62980651855469
2019-07-15,202.1349639892578,57.019893646240234,15.5,26.670000076293945,36.65999984741211,130.41867065429688,49.086692810058594
2019-07-16,202.06553649902344,57.16609191894531,15.0,26.510000228881836,36.5989990234375,128.70985412597656,48.9168586730957
2019-07-17,200.04330444335938,56.83304977416992,14.930000305175781,25.90999984741211,36.24399948120117,127.94930267333984,48.64176940917969
2019-07-18,199.0321807861328,56.85783386230469,14.550000190734863,25.780000686645508,32.520999908447266,128.090087890625,49.194332122802734
2019-07-19,196.6332550048828,56.080223083496094,14.020000457763672,25.559999465942383,31.510000228881836,128.27789306640625,48.45998001098633
2019-07-22,200.5587921142578,56.45985794067383,14.149999618530273,26.219999313354492,31.062000274658203,129.9774169921875,49.56748962402344
2019-07-23,200.59840393066406,56.89796829223633,14.829999923706055,26.780000686645508,30.729999542236328,130.784912109375,49.954994201660156
2019-07-24,202.87840270996094,56.485626220703125,17.610000610351562,27.81999969482422,31.79400062561035,132.12754821777344,49.91432571411133
2019-07-25,198.96278381347656,56.297794342041016,17.690000534057617,27.59000015258789,32.645999908447266,131.6299285888672,49.51963806152344
2019-07-26,198.01113891601562,61.713775634765625,17.889999389648438,27.639999389648438,33.577999114990234,132.70968627929688,49.691871643066406
2019-07-29,194.2343292236328,61.5462532043457,17.5,27.860000610351562,33.27000045776367,132.41868591308594,50.155921936035156
2019-07-30,195.32473754882812,60.86033248901367,16.93000030517578,28.6200008392334,32.59299850463867,131.78018188476562,49.940643310546875
2019-07-31,192.5391845703125,60.37464141845703,16.799999237060547,28.989999771118164,32.29899978637695,127.94930267333984,50.95964431762695
2019-08-01,191.05227661132812,60.05646514892578,16.68000030517578,28.299999237060547,31.950000762939453,129.62998962402344,49.85691833496094
2019-08-02,187.3745574951172,59.29026412963867,17.030000686645508,33.56999969482422,31.882999420166016,128.5408172607422,48.80204772949219
2019-08-05,180.1480255126953,57.23003005981445,16.459999084472656,33.720001220703125,30.76300048828125,124.13720703125,46.24734878540039
2019-08-06,182.90380859375,58.03935241699219,16.290000915527344,32.68000030517578,31.010000228881836,126.46574401855469,47.122833251953125
2019-08-07,183.5382537841797,58.27873992919922,15.90999984741211,32.099998474121094,30.429000854492188,127.01976776123047,47.610801696777344
2019-08-08,188.50462341308594,59.7794303894043,16.760000228881836,33.38999938964844,31.59000015258789,130.4093475341797,48.660911560058594
2019-08-09,186.2147674560547,58.92251968383789,16.979999542236328,33.43000030517578,30.89299964904785,129.3013916015625,48.259925842285156
2019-08-12,183.75633239746094,58.2088508605957,16.809999465942383,33.619998931884766,31.08300018310547,127.49858093261719,48.137454986572266
2019-08-13,186.8095245361328,59.31058120727539,17.0,34.41999816894531,31.22800064086914,130.1370391845703,50.1760139465332
